"Player","Injury","Game Status","Position","Week","nameConvert","played","Team"
"Green, Ladarius","concussion","Day-to-Day","TE",1,"Ladarius Green","yes","SD"
"Jones, Landry","concussion","Out","QB",1,"Landry Jones","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",1,"Shaun Suisham","no",NA
"Herron, Daniel","shoulder","Day-to-Day","RB",1,"Daniel Herron","no",NA
"Hilton, T.Y.","bruised knee","Day-to-Day","WR",1,"T.Y. Hilton","yes","IND"
"Turbin, Robert","ankle","Out","RB",1,"Robert Turbin","no","CLE"
"Clay, Charles","knee","Probable","TE",1,"Charles Clay","yes","BUF"
"Goodwin, Marquise","ribs","Out","WR",1,"Marquise Goodwin","no","BUF"
"Harvin, Percy","hip","Probable","WR",1,"Percy Harvin","yes","BUF"
"McCoy, LeSean","hamstring","Probable","RB",1,"LeSean McCoy","yes","BUF"
"Watkins, Sammy","hamstring","Probable","WR",1,"Sammy Watkins","no","BUF"
"Woods, Robert","hip","Probable","WR",1,"Robert Woods","yes","BUF"
"Cobb, Randall","shoulder","Probable","WR",1,"Randall Cobb","yes","GB"
"Henry, Mitchell","finger","Probable","TE",1,"Mitchell Henry","no",NA
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",1,"Jordy Nelson","no",NA
"Jeffery, Alshon","calf","Questionable","WR",1,"Alshon Jeffery","yes","CHI"
"Royal, Eddie","hip","Questionable","WR",1,"Eddie Royal","yes","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",1,"Kevin White","no",NA
"Wilson, Marquess","hamstring","Questionable","WR",1,"Marquess Wilson","yes","CHI"
"Avant, Jason","hip","Probable","WR",1,"Jason Avant","no","KC"
"Conley, Chris","knee","Probable","WR",1,"Chris Conley","no","KC"
"Harris, Demetrius","foot","Probable","TE",1,"Demetrius Harris","no","KC"
"Kelce, Travis","ankle","Probable","TE",1,"Travis Kelce","yes","KC"
"Thomas, De'Anthony","calf","Probable","WR",1,"De'Anthony Thomas","yes","KC"
"Wilson, Albert","shoulder","Probable","WR",1,"Albert Wilson","yes","KC"
"Foster, Arian","groin","Out","RB",1,"Arian Foster","no","HOU"
"Weeden, Brandon","concussion","Probable","QB",1,"Brandon Weeden","no","DAL"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",1,"Kelvin Benjamin","no",NA
"Brockel, Richie","shoulder","Out","TE",1,"Richie Brockel","no",NA
"Gerhart, Toby","abdomen","Questionable","RB",1,"Toby Gerhart","no","JAX"
"Ivory, Chris","knee","Probable","RB",1,"Chris Ivory","yes","NYJ"
"Lee, Marqise","hamstring","Doubtful","WR",1,"Marqise Lee","no","JAX"
"Thomas, Julius","hand","Out","TE",1,"Julius Thomas","no","JAX"
"Walters, Bryan","hamstring","Probable","WR",1,"Bryan Walters","yes","JAX"
"Yeldon, T.J.","sprained finger left hand","Day-to-Day","RB",1,"T.J. Yeldon","yes","JAX"
"Bowe, Dwayne","hamstring","Questionable","WR",1,"Dwayne Bowe","no","CLE"
"Griffin III, Robert","concussion","Probable","QB",1,"Robert Griffin III","no",NA
"Johnson Jr., Duke","concussion","Probable","RB",1,"Duke Johnson Jr.","no",NA
"Manziel, Johnny","right elbow","Probable","QB",1,"Johnny Manziel","yes","CLE"
"McCown, Josh","concussion","Day-to-Day","QB",1,"Josh McCown","yes","CLE"
"Moore, Marlon","rib","Probable","WR",1,"Marlon Moore","no","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",1,"Connor Shaw","no",NA
"Amaro, Jace","torn labrum","Day-to-Day","TE",1,"Jace Amaro","no",NA
"Smith, Devin","ribs","Probable","WR",1,"Devin Smith","no","NYJ"
"Smith, Geno","jaw","Out","QB",1,"Geno Smith","no","NYJ"
"Helfet, Cooper","knee","Probable","TE",1,"Cooper Helfet","no","SEA"
"Jackson, Tarvaris","ankle","Probable","QB",1,"Tarvaris Jackson","no","SEA"
"Gurley, Todd","knee","Out","RB",1,"Todd Gurley","no","STL"
"Mason, Tre","thigh","Questionable","RB",1,"Tre Mason","no","STL"
"Ajayi, Jay","cracked rib","Day-to-Day","RB",1,"Jay Ajayi","no","MIA"
"James, LaMichael","shoulder","Probable","RB",1,"LaMichael James","no",NA
"Parker, DeVante","foot","Probable","WR",1,"DeVante Parker","no","MIA"
"Ballard, Vick","hamstring","Out","RB",1,"Vick Ballard","no",NA
"Hightower, Tim","knee","Probable","RB",1,"Tim Hightower","no","NO"
"Spiller, C.J.","knee","Out","RB",1,"C.J. Spiller","no","NO"
"Ellington, Andre","knee","Day-to-Day","RB",1,"Andre Ellington","yes","ARI"
"Floyd, Michael","hand","Questionable","WR",1,"Michael Floyd","yes","ARI"
"Gresham, Jermaine","hamstring","Questionable","TE",1,"Jermaine Gresham","yes","ARI"
"Momah, Ifeanyi","knee","Day-to-Day","TE",1,"Ifeanyi Momah","no",NA
"Niklas, Troy","hamstring","Questionable","TE",1,"Troy Niklas","no","ARI"
"Bell, Joique","knee","Day-to-Day","RB",1,"Joique Bell","yes","DET"
"Ebron, Eric","ankle","Probable","TE",1,"Eric Ebron","yes","DET"
"Kerley, Jeremy","concussion","Probable","WR",1,"Jeremy Kerley","no","NYJ"
"Clausen, Jimmy","head","Probable","QB",1,"Jimmy Clausen","no","CHI"
"Matthews, Chris","shoulder","Day-to-Day","WR",1,"Chris Matthews","yes","SEA"
"Perriman, Breshad","knee","Out","WR",1,"Breshad Perriman","no",NA
"Pitta, Dennis","hip","Day-to-Day","TE",1,"Dennis Pitta","no",NA
"Taliaferro, Lorenzo","knee","Out","RB",1,"Lorenzo Taliaferro","no","BAL"
"Caldwell, Andre","illness","Probable","WR",1,"Andre Caldwell","yes","DEN"
"Sanders, Emmanuel","hamstring","Day-to-Day","WR",1,"Emmanuel Sanders","yes","DEN"
"Holmes, Andre","hand","Probable","WR",1,"Andre Holmes","no","OAK"
"Walford, Clive","knee","Probable","TE",1,"Clive Walford","yes","OAK"
"Andrews, Antonio","hamstring","Questionable","RB",1,"Antonio Andrews","no","TEN"
"Cobb, David","calf","Injured Reserve (DFR)","RB",1,"David Cobb","no","TEN"
"Evans, Mike","hamstring","Questionable","WR",1,"Mike Evans","no","TB"
"Cruz, Victor","calf","Out","WR",1,"Victor Cruz","no",NA
"Bryant, Dez","hamstring","Probable","WR",1,"Dez Bryant","yes","DAL"
"Hanna, James","knee","Probable","TE",1,"James Hanna","no","DAL"
"Romo, Tony","back","Probable","QB",1,"Tony Romo","yes","DAL"
"Street, Devin","ankle","Probable","WR",1,"Devin Street","no","DAL"
"Ertz, Zach","groin","Questionable","TE",1,"Zach Ertz","yes","PHI"
"Coleman, Tevin","hamstring","Day-to-Day","RB",1,"Tevin Coleman","yes","ATL"
"Freeman, Devonta","hamstring","Probable","RB",1,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Out","WR",1,"Devin Hester","no",NA
"White, Roddy","elbow","Probable","WR",1,"Roddy White","yes","ATL"
"Line, Zach","knee","Probable","RB",1,"Zach Line","no","MIN"
"Pruitt, MyCole","ankle","Probable","TE",1,"MyCole Pruitt","no","MIN"
"Anderson, C.J.","ankle, toe","Questionable","RB",2,"C.J. Anderson","yes","DEN"
"Manning, Peyton","back","Probable","QB",2,"Peyton Manning","yes","DEN"
"Sanders, Emmanuel","hamstring","Day-to-Day","WR",2,"Emmanuel Sanders","yes","DEN"
"Thomas, Demaryius","hand","Probable","WR",2,"Demaryius Thomas","yes","DEN"
"Avant, Jason","hip","Probable","WR",2,"Jason Avant","no","KC"
"Harris, Demetrius","foot","Probable","TE",2,"Demetrius Harris","no","KC"
"Kelce, Travis","hip","Probable","TE",2,"Travis Kelce","yes","KC"
"Maclin, Jeremy","back","Probable","WR",2,"Jeremy Maclin","yes","KC"
"Thomas, De'Anthony","calf","Probable","WR",2,"De'Anthony Thomas","yes","KC"
"West, Charcandrick","Achilles","Probable","RB",2,"Charcandrick West","no","KC"
"Wilson, Albert","shoulder","Probable","WR",2,"Albert Wilson","no","KC"
"Washington, Nate","abdominal","Probable","WR",2,"Nate Washington","yes","HOU"
"Goodwin, Marquise","ribs","Out","WR",2,"Marquise Goodwin","no","BUF"
"Harvin, Percy","hip","Probable","WR",2,"Percy Harvin","yes","BUF"
"McCoy, LeSean","hamstring","Questionable","RB",2,"LeSean McCoy","yes","BUF"
"Foster, Arian","groin","Out","RB",2,"Arian Foster","no","HOU"
"Griffin, Ryan","sprained MCL","Injured Reserve (DFR)","TE",2,"Ryan Griffin","no","HOU"
"Miller, Lamar","ankle","Day-to-Day","RB",2,"Lamar Miller","yes","MIA"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",2,"Kelvin Benjamin","no",NA
"Brockel, Richie","shoulder","Questionable","TE",2,"Richie Brockel","no",NA
"Stewart, Jonathan","knee","Probable","RB",2,"Jonathan Stewart","yes","CAR"
"Ellington, Andre","knee","Out","RB",2,"Andre Ellington","no","ARI"
"Floyd, Michael","hand","Probable","WR",2,"Michael Floyd","no","ARI"
"Gresham, Jermaine","hamstring","Probable","TE",2,"Jermaine Gresham","yes","ARI"
"Momah, Ifeanyi","knee","Day-to-Day","TE",2,"Ifeanyi Momah","no",NA
"Niklas, Troy","hamstring","Probable","TE",2,"Troy Niklas","no","ARI"
"Cutler, Jay","hamstring","Day-to-Day","QB",2,"Jay Cutler","yes","CHI"
"Jeffery, Alshon","calf, hamstring","Questionable","WR",2,"Alshon Jeffery","no","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",2,"Kevin White","no",NA
"Andrews, Antonio","hamstring","Out","RB",2,"Antonio Andrews","no","TEN"
"Cobb, David","calf","Injured Reserve (DFR)","RB",2,"David Cobb","no","TEN"
"Walker, Delanie","hand","Questionable","TE",2,"Delanie Walker","no","TEN"
"Griffin III, Robert","concussion","Day-to-Day","QB",2,"Robert Griffin III","no",NA
"Manziel, Johnny","right elbow","Probable","QB",2,"Johnny Manziel","yes","CLE"
"McCown, Josh","concussion","Out","QB",2,"Josh McCown","no","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",2,"Connor Shaw","no",NA
"Bell, Joique","knee","Day-to-Day","RB",2,"Joique Bell","yes","DET"
"Pettigrew, Brandon","hamstring","Out","TE",2,"Brandon Pettigrew","no","DET"
"Stafford, Matthew","right upper arm","Probable","QB",2,"Matthew Stafford","yes","DET"
"Tate, Golden","quadriceps","Probable","WR",2,"Golden Tate","yes","DET"
"McKinnon, Jerick","ankle","Probable","RB",2,"Jerick McKinnon","yes","MIN"
"Evans, Mike","hamstring","Questionable","WR",2,"Mike Evans","no","TB"
"Brees, Drew","right shoulder","Day-to-Day","QB",2,"Drew Brees","yes","NO"
"Cadet, Travaris","hamstring","Probable","RB",2,"Travaris Cadet","yes","NE"
"Spiller, C.J.","knee","Questionable","RB",2,"C.J. Spiller","yes","NO"
"Coleman, Tevin","hamstring","Day-to-Day","RB",2,"Tevin Coleman","yes","ATL"
"Freeman, Devonta","hamstring","Day-to-Day","RB",2,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Out","WR",2,"Devin Hester","no",NA
"Jones, Julio","hamstring","Probable","WR",2,"Julio Jones","yes","ATL"
"Cruz, Victor","calf","Out","WR",2,"Victor Cruz","no",NA
"Fells, Daniel","foot","Out","TE",2,"Daniel Fells","no","NYG"
"Bush, Reggie","calf","Out","RB",2,"Reggie Bush","no","SF"
"Ellington, Bruce","ankle","Questionable","WR",2,"Bruce Ellington","no","SF"
"Green, Ladarius","concussion","Day-to-Day","TE",2,"Ladarius Green","yes","SD"
"Jones, Jacoby","ankle","Doubtful","WR",2,"Jacoby Jones","no","PIT"
"Jones, Landry","concussion","Probable","QB",2,"Landry Jones","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",2,"Shaun Suisham","no",NA
"Gurley, Todd","knee","Questionable","RB",2,"Todd Gurley","no","STL"
"Mason, Tre","thigh","Questionable","RB",2,"Tre Mason","yes","STL"
"Reynolds, Chase","knee","Out","RB",2,"Chase Reynolds","no",NA
"Jackson, DeSean","hamstring","Out","WR",2,"DeSean Jackson","no","WAS"
"Reed, Jordan","quadriceps","Questionable","TE",2,"Jordan Reed","yes","WAS"
"Ajayi, Jay","cracked rib","Day-to-Day","RB",2,"Jay Ajayi","no","MIA"
"Cameron, Jordan","groin","Day-to-Day","TE",2,"Jordan Cameron","yes","MIA"
"Sims, Dion","concussion","Out","TE",2,"Dion Sims","no","MIA"
"Gerhart, Toby","abdomen","Doubtful","RB",2,"Toby Gerhart","no","JAX"
"Greene, Rashad","back","Probable","WR",2,"Rashad Greene","yes","JAX"
"Ivory, Chris","groin","Day-to-Day","RB",2,"Chris Ivory","yes","NYJ"
"Lee, Marqise","hamstring","Probable","WR",2,"Marqise Lee","yes","JAX"
"Thomas, Julius","hand","Out","TE",2,"Julius Thomas","no","JAX"
"Yeldon, T.J.","sprained finger left hand","Day-to-Day","RB",2,"T.J. Yeldon","yes","JAX"
"Forsett, Justin","shoulder","Probable","RB",2,"Justin Forsett","yes","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",2,"Chris Matthews","yes","SEA"
"Perriman, Breshad","knee","Out","WR",2,"Breshad Perriman","no",NA
"Pitta, Dennis","hip","Day-to-Day","TE",2,"Dennis Pitta","no",NA
"Taliaferro, Lorenzo","knee","Probable","RB",2,"Lorenzo Taliaferro","yes","BAL"
"Waller, Darren","ankle","Questionable","WR",2,"Darren Waller","no","BAL"
"Carr, Derek","right hand","Probable","QB",2,"Derek Carr","yes","OAK"
"Olawale, Jamize","ankle","Out","RB",2,"Jamize Olawale","no","OAK"
"Bryant, Dez","foot","Out","WR",2,"Dez Bryant","no","DAL"
"Hanna, James","knee","Questionable","TE",2,"James Hanna","no","DAL"
"Romo, Tony","back","Probable","QB",2,"Tony Romo","yes","DAL"
"Ajirotutu, Seyi","concussion, elbow","Out","WR",2,"Seyi Ajirotutu","no","PHI"
"Lynch, Marshawn","not injury related","Probable","RB",2,"Marshawn Lynch","yes","SEA"
"Tukuafu, Will","foot","Questionable","RB",2,"Will Tukuafu","no",NA
"Cobb, Randall","shoulder","Probable","WR",2,"Randall Cobb","yes","GB"
"Lacy, Eddie","ankle","Day-to-Day","RB",2,"Eddie Lacy","yes","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",2,"Jordy Nelson","no",NA
"Amaro, Jace","torn labrum","Day-to-Day","TE",2,"Jace Amaro","no",NA
"Smith, Devin","ribs","Probable","WR",2,"Devin Smith","no","NYJ"
"Smith, Geno","jaw","Out","QB",2,"Geno Smith","no","NYJ"
"Herron, Daniel","shoulder","Day-to-Day","RB",2,"Daniel Herron","no",NA
"Hilton, T.Y.","knee","Questionable","WR",2,"T.Y. Hilton","yes","IND"
"Jackson, DeSean","hamstring","Out","WR",3,"DeSean Jackson","no","WAS"
"Cruz, Victor","calf","Out","WR",3,"Victor Cruz","no",NA
"Cunningham, Jerome","knee","Out","TE",3,"Jerome Cunningham","no","NYG"
"Fells, Daniel","foot","Probable","TE",3,"Daniel Fells","yes","NYG"
"Green, A.J.","knee","Probable","WR",3,"A.J. Green","yes","CIN"
"Matthews, Chris","shoulder","Day-to-Day","WR",3,"Chris Matthews","no","SEA"
"Perriman, Breshad","knee","Out","WR",3,"Breshad Perriman","no",NA
"Pitta, Dennis","hip","Day-to-Day","TE",3,"Dennis Pitta","no",NA
"Taliaferro, Lorenzo","foot","Questionable","RB",3,"Lorenzo Taliaferro","yes","BAL"
"Brees, Drew","right shoulder","Out","QB",3,"Drew Brees","no","NO"
"Cooks, Brandin","ankle","Probable","WR",3,"Brandin Cooks","yes","NO"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",3,"Kelvin Benjamin","no",NA
"Brockel, Richie","shoulder","Probable","TE",3,"Richie Brockel","no",NA
"Cotchery, Jerricho","ankle","Out","WR",3,"Jerricho Cotchery","no","CAR"
"Stewart, Jonathan","knee","Questionable","RB",3,"Jonathan Stewart","yes","CAR"
"Whittaker, Fozzy","shoulder","Questionable","RB",3,"Fozzy Whittaker","yes","CAR"
"Olawale, Jamize","ankle","Questionable","RB",3,"Jamize Olawale","no","OAK"
"Griffin III, Robert","concussion","Day-to-Day","QB",3,"Robert Griffin III","no",NA
"Manziel, Johnny","right elbow","Probable","QB",3,"Johnny Manziel","no","CLE"
"McCown, Josh","concussion","Probable","QB",3,"Josh McCown","yes","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",3,"Connor Shaw","no",NA
"Coleman, Tevin","ribs","Out","RB",3,"Tevin Coleman","no","ATL"
"Freeman, Devonta","hamstring","Day-to-Day","RB",3,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Out","WR",3,"Devin Hester","no",NA
"Jones, Julio","hamstring","Probable","WR",3,"Julio Jones","yes","ATL"
"Tamme, Jacob","concussion","Day-to-Day","TE",3,"Jacob Tamme","yes","ATL"
"Bryant, Dez","foot","Out","WR",3,"Dez Bryant","no","DAL"
"Hanna, James","knee","Probable","TE",3,"James Hanna","no","DAL"
"Romo, Tony","fractured left clavicle","Day-to-Day","QB",3,"Tony Romo","no","DAL"
"Witten, Jason","ankle, knee","Probable","TE",3,"Jason Witten","yes","DAL"
"Evans, Mike","hamstring","Probable","WR",3,"Mike Evans","yes","TB"
"Seferian-Jenkins, Austin","shoulder","Out","TE",3,"Austin Seferian-Jenkins","no","TB"
"Fiedorowicz, C.J.","knee","Questionable","TE",3,"C.J. Fiedorowicz","no","HOU"
"Foster, Arian","groin","Out","RB",3,"Arian Foster","no","HOU"
"Griffin, Ryan","sprained MCL","Injured Reserve (DFR)","TE",3,"Ryan Griffin","no","HOU"
"Grimes, Jonathan","knee","Questionable","RB",3,"Jonathan Grimes","yes","HOU"
"Hopkins, DeAndre","concussion","Probable","WR",3,"DeAndre Hopkins","yes","HOU"
"Miller, Lamar","ankle","Questionable","RB",3,"Lamar Miller","yes","MIA"
"Johnson, Charles","ribs","Day-to-Day","WR",3,"Charles Johnson","yes","MIN"
"Gerhart, Toby","abdomen","Probable","RB",3,"Toby Gerhart","yes","JAX"
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",3,"Rashad Greene","no","JAX"
"Hurns, Allen","thigh","Probable","WR",3,"Allen Hurns","yes","JAX"
"Ivory, Chris","quadriceps","Questionable","RB",3,"Chris Ivory","no","NYJ"
"Lee, Marqise","hamstring","Probable","WR",3,"Marqise Lee","yes","JAX"
"Robinson, Denard","knee","Doubtful","RB",3,"Denard Robinson","no","JAX"
"Thomas, Julius","hand","Out","TE",3,"Julius Thomas","no","JAX"
"Yeldon, T.J.","sprained finger left hand","Day-to-Day","RB",3,"T.J. Yeldon","yes","JAX"
"Ajirotutu, Seyi","elbow, concussion","Probable","WR",3,"Seyi Ajirotutu","no","PHI"
"Burton, Trey","shoulder","Probable","TE",3,"Trey Burton","no","PHI"
"Huff, Josh","hamstring","Questionable","WR",3,"Josh Huff","no","PHI"
"Amaro, Jace","torn labrum","Day-to-Day","TE",3,"Jace Amaro","no",NA
"Decker, Eric","knee","Questionable","WR",3,"Eric Decker","no","NYJ"
"Forte, Matt","knee","Probable","RB",3,"Matt Forte","yes","CHI"
"Owusu, Chris","knee","Out","WR",3,"Chris Owusu","no","NYJ"
"Smith, Devin","ribs","Probable","WR",3,"Devin Smith","yes","NYJ"
"Smith, Geno","jaw","Probable","QB",3,"Geno Smith","no","NYJ"
"Green, Ladarius","concussion","Questionable","TE",3,"Ladarius Green","no","SD"
"Jones, Jacoby","ankle","Out","WR",3,"Jacoby Jones","no","PIT"
"Roethlisberger, Ben","left knee","Day-to-Day","QB",3,"Ben Roethlisberger","yes","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",3,"Shaun Suisham","no",NA
"Wheaton, Markus","chest","Probable","WR",3,"Markus Wheaton","yes","PIT"
"Gurley, Todd","knee","Questionable","RB",3,"Todd Gurley","yes","STL"
"Mason, Tre","hamstring","Day-to-Day","RB",3,"Tre Mason","yes","STL"
"Reynolds, Chase","knee","Out","RB",3,"Chase Reynolds","no",NA
"Allen, Dwayne","ankle","Out","TE",3,"Dwayne Allen","no","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",3,"Daniel Herron","no",NA
"Hilton, T.Y.","bruised knee","Day-to-Day","WR",3,"T.Y. Hilton","yes","IND"
"Johnson, Andre","not injury related","Probable","WR",3,"Andre Johnson","no","IND"
"Turbin, Robert","ankle","Out","RB",3,"Robert Turbin","no","CLE"
"Andrews, Antonio","hamstring","Probable","RB",3,"Antonio Andrews","yes","TEN"
"Cobb, David","calf","Injured Reserve (DFR)","RB",3,"David Cobb","no","TEN"
"Murray, DeMarco","hamstring","Questionable","RB",3,"DeMarco Murray","no","PHI"
"Walker, Delanie","hand","Probable","TE",3,"Delanie Walker","yes","TEN"
"Bell, Blake","back","Probable","TE",3,"Blake Bell","yes","SF"
"Bush, Reggie","calf","Doubtful","RB",3,"Reggie Bush","no","SF"
"Ellington, Bruce","ankle","Questionable","WR",3,"Bruce Ellington","no","SF"
"Hyde, Carlos","quadriceps","Probable","RB",3,"Carlos Hyde","yes","SF"
"McDonald, Vance","knee","Questionable","TE",3,"Vance McDonald","no","SF"
"Smith, Torrey","knee","Probable","WR",3,"Torrey Smith","no","SF"
"Ellington, Andre","knee","Doubtful","RB",3,"Andre Ellington","no","ARI"
"Floyd, Michael","hand","Day-to-Day","WR",3,"Michael Floyd","yes","ARI"
"Momah, Ifeanyi","knee","Day-to-Day","TE",3,"Ifeanyi Momah","no",NA
"Nelson, J.J.","shoulder","Out","WR",3,"J.J. Nelson","no",NA
"Carpenter, Dan","abdominal","Probable","K",3,"Dan Carpenter","yes","BUF"
"Easley, Marcus","back","Questionable","WR",3,"Marcus Easley","no","BUF"
"Goodwin, Marquise","ribs","Out","WR",3,"Marquise Goodwin","no","BUF"
"Harvin, Percy","hip","Probable","WR",3,"Percy Harvin","yes","BUF"
"McCoy, LeSean","hamstring","Probable","RB",3,"LeSean McCoy","yes","BUF"
"Watkins, Sammy","right calf","Day-to-Day","WR",3,"Sammy Watkins","yes","BUF"
"Ajayi, Jay","cracked rib","Day-to-Day","RB",3,"Jay Ajayi","no","MIA"
"Cameron, Jordan","groin","Questionable","TE",3,"Jordan Cameron","yes","MIA"
"Sims, Dion","concussion","Doubtful","TE",3,"Dion Sims","no","MIA"
"Tannehill, Ryan","ankle","Probable","QB",3,"Ryan Tannehill","yes","MIA"
"Cutler, Jay","hamstring","Out","QB",3,"Jay Cutler","no","CHI"
"Jeffery, Alshon","hamstring","Out","WR",3,"Alshon Jeffery","no","CHI"
"Royal, Eddie","back, hip","Questionable","WR",3,"Eddie Royal","yes","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",3,"Kevin White","no",NA
"Wilson, Marquess","shoulder","Probable","WR",3,"Marquess Wilson","no","CHI"
"Jackson, Tarvaris","ankle","Probable","QB",3,"Tarvaris Jackson","no","SEA"
"Lynch, Marshawn","calf","Questionable","RB",3,"Marshawn Lynch","yes","SEA"
"Willson, Luke","back","Questionable","TE",3,"Luke Willson","no","SEA"
"Anderson, C.J.","ankle, toe","Probable","RB",3,"C.J. Anderson","yes","DEN"
"Manning, Peyton","not injury related","Probable","QB",3,"Peyton Manning","yes","DEN"
"Sanders, Emmanuel","hamstring","Day-to-Day","WR",3,"Emmanuel Sanders","yes","DEN"
"Bell, Joique","knee","Day-to-Day","RB",3,"Joique Bell","yes","DET"
"Pettigrew, Brandon","hamstring","Out","TE",3,"Brandon Pettigrew","no","DET"
"Stafford, Matthew","ribs","Probable","QB",3,"Matthew Stafford","yes","DET"
"Harris, Demetrius","foot","Probable","TE",3,"Demetrius Harris","no","KC"
"Thomas, De'Anthony","ankle","Probable","WR",3,"De'Anthony Thomas","yes","KC"
"West, Charcandrick","Achilles","Probable","RB",3,"Charcandrick West","no","KC"
"Wilson, Albert","shoulder","Probable","WR",3,"Albert Wilson","no","KC"
"Adams, Davante","ankle","Questionable","WR",3,"Davante Adams","no","GB"
"Cobb, Randall","shoulder","Probable","WR",3,"Randall Cobb","yes","GB"
"Lacy, Eddie","ankle","Questionable","RB",3,"Eddie Lacy","yes","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",3,"Jordy Nelson","no",NA
"Quarless, Andrew","knee","Day-to-Day","TE",3,"Andrew Quarless","yes","GB"
"Ripkowski, Aaron","shoulder","Questionable","RB",3,"Aaron Ripkowski","no","GB"
"Gillmore, Crockett","calf","Out","TE",4,"Crockett Gillmore","no","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",4,"Chris Matthews","yes","SEA"
"Perriman, Breshad","knee","Out","WR",4,"Breshad Perriman","no",NA
"Pitta, Dennis","hip","Day-to-Day","TE",4,"Dennis Pitta","no",NA
"Green, Ladarius","concussion","Day-to-Day","TE",4,"Ladarius Green","yes","SD"
"Roethlisberger, Ben","knee","Out","QB",4,"Ben Roethlisberger","no","PIT"
"Spaeth, Matt","hand","Out","TE",4,"Matt Spaeth","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",4,"Shaun Suisham","no",NA
"Amaro, Jace","torn labrum","Day-to-Day","TE",4,"Jace Amaro","no",NA
"Decker, Eric","knee","Questionable","WR",4,"Eric Decker","yes","NYJ"
"Owusu, Chris","knee","Out","WR",4,"Chris Owusu","no","NYJ"
"Smith, Devin","ribs","Probable","WR",4,"Devin Smith","yes","NYJ"
"Smith, Geno","broken jaw","Day-to-Day","QB",4,"Geno Smith","no","NYJ"
"Ajayi, Jay","cracked rib","Day-to-Day","RB",4,"Jay Ajayi","no","MIA"
"Cameron, Jordan","groin","Questionable","TE",4,"Jordan Cameron","yes","MIA"
"Sims, Dion","concussion","Out","TE",4,"Dion Sims","no","MIA"
"Foster, Arian","groin","Questionable","RB",4,"Arian Foster","yes","HOU"
"Griffin, Ryan","sprained MCL","Injured Reserve (DFR)","TE",4,"Ryan Griffin","no","HOU"
"Grimes, Jonathan","knee","Out","RB",4,"Jonathan Grimes","no","HOU"
"Miller, Lamar","ankle","Day-to-Day","RB",4,"Lamar Miller","yes","MIA"
"Coleman, Tevin","ribs","Out","RB",4,"Tevin Coleman","no","ATL"
"Freeman, Devonta","toe","Probable","RB",4,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Out","WR",4,"Devin Hester","no",NA
"Jones, Julio","toe, hamstring","Probable","WR",4,"Julio Jones","yes","ATL"
"Tamme, Jacob","concussion","Out","TE",4,"Jacob Tamme","no","ATL"
"Cruz, Victor","calf","Out","WR",4,"Victor Cruz","no",NA
"Cunningham, Jerome","knee","Out","TE",4,"Jerome Cunningham","no","NYG"
"Darkwa, Orleans","knee","Probable","RB",4,"Orleans Darkwa","no","NYG"
"Fells, Daniel","ankle","Questionable","TE",4,"Daniel Fells","no","NYG"
"Carpenter, Dan","left knee","Probable","K",4,"Dan Carpenter","yes","BUF"
"Goodwin, Marquise","ribs","Out","WR",4,"Marquise Goodwin","no","BUF"
"Harvin, Percy","hip","Probable","WR",4,"Percy Harvin","yes","BUF"
"McCoy, LeSean","hamstring","Out","RB",4,"LeSean McCoy","no","BUF"
"Taylor, Tyrod","ankle","Probable","QB",4,"Tyrod Taylor","yes","BUF"
"Watkins, Sammy","calf","Out","WR",4,"Sammy Watkins","no","BUF"
"Williams, Karlos","concussion","Day-to-Day","RB",4,"Karlos Williams","yes","BUF"
"Jones, Taiwan","foot","Questionable","RB",4,"Taiwan Jones","no","OAK"
"Olawale, Jamize","ankle","Probable","RB",4,"Jamize Olawale","yes","OAK"
"Cutler, Jay","hamstring","Questionable","QB",4,"Jay Cutler","yes","CHI"
"Jeffery, Alshon","hamstring","Questionable","WR",4,"Alshon Jeffery","no","CHI"
